T=15.6, H=48.1, 23-Nov-2015, 03.15.03
T=15.5, H=48.2, 23-Nov-2015, 03.30.03
T=15.4, H=48.1, 23-Nov-2015, 03.45.03
T=15.3, H=48.2, 23-Nov-2015, 04.00.02
T=15.3, H=48.2, 23-Nov-2015, 04.15.03
T=15.2, H=48.1, 23-Nov-2015, 04.30.03
T=15.2, H=48.2, 23-Nov-2015, 04.45.05
T=15.1, H=48.2, 23-Nov-2015, 05.00.03
T=15.0, H=48.1, 23-Nov-2015, 05.15.05
T=15.0, H=48.1, 23-Nov-2015, 05.30.03
T=14.9, H=48.1, 23-Nov-2015, 05.45.03
T=14.9, H=48.1, 23-Nov-2015, 06.00.02
T=14.8, H=48.0, 23-Nov-2015, 06.15.05
T=14.8, H=48.0, 23-Nov-2015, 06.30.02
T=14.7, H=48.0, 23-Nov-2015, 06.45.03
T=14.7, H=47.9, 23-Nov-2015, 07.00.03
T=14.6, H=47.8, 23-Nov-2015, 07.15.02
T=14.6, H=47.8, 23-Nov-2015, 07.30.05
T=14.5, H=47.8, 23-Nov-2015, 07.45.02
T=14.5, H=47.7, 23-Nov-2015, 08.00.03
T=14.5, H=47.7, 23-Nov-2015, 08.15.03
T=14.5, H=47.3, 23-Nov-2015, 08.30.05
T=14.4, H=47.3, 23-Nov-2015, 08.45.02
T=14.5, H=47.4, 23-Nov-2015, 09.00.03
T=14.5, H=47.4, 23-Nov-2015, 09.15.03
T=14.6, H=47.2, 23-Nov-2015, 09.30.03
T=14.6, H=47.0, 23-Nov-2015, 09.45.05
